820,1108946,79228,-92482,12820,79228,-92482,12820,0,0,0,0
821,1110300,95724,-71695,-24552,95724,-71695,-24552,0,0,0,0
822,1111655,98425,-40757,-58206,98425,-40757,-58206,0,0,0,0
823,1113009,87669,-4435,-83712,87669,-4435,-83712,0,0,0,0
824,1114363,64882,32523,-97762,64882,32523,-97762,0,0,0,0
825,1115717,33009,65292,-98483,33009,65292,-98483,0,0,0,0
826,1117071,-3853,88486,-84613,-3853,88486,-84613,0,0,0,0
827,1118425,-39959,98887,-58712,-39959,98887,-58712,0,0,0,0
828,1119779,-70396,95723,-24944,-70396,95723,-24944,0,0,0,0
829,1121133,-91206,79430,12271,-91206,79430,12271,0,0,0,0
830,1122487,-99638,52097,48083,-99638,52097,48083,0,0,0,0
831,1123841,-93325,16958,76873,-93325,16958,76873,0,0,0,0
832,1125195,-73698,-20411,94509,-73697,-20411,94509,0,0,0,0
833,1126549,-44119,-54776,99133,-44119,-54776,99133,0,0,0,0
834,1127903,-8463,-81660,90167,-8463,-81660,90167,0,0,0,0
835,1129257,28626,-97525,68742,28626,-97525,68742,0,0,0,0
836,1130611,61581,-98976,37057,61581,-98976,37057,0,0,0,0
837,1131965,85550,-86268,251,85550,-86268,251,0,0,0,0
838,1133319,97695,-61853,-36376,97695,-61853,-36376,0,0,0,0
839,1134673,96454,-28933,-68048,96454,-28933,-68048,0,0,0,0
840,1136027,81949,8211,-90610,81949,8211,-90610,0,0,0,0
841,1137381,55244,44248,-99796,55244,44248,-99796,0,0,0,0
842,1138735,20795,73758,-94669,20795,73758,-94669,0,0,0,0
843,1140089,-16294,93024,-76643,-16294,93024,-76643,0,0,0,0
844,1141443,-51182,99551,-48091,-51182,99551,-48091,0,0,0,0
845,1142797,-79304,92445,-12711,-79304,92445,-12711,0,0,0,0
846,1144151,-95735,71596,24657,-95735,71596,24657,0,0,0,0
847,1145505,-98398,40640,58292,-98398,40640,58292,0,0,0,0
848,1146859,-87607,4310,83772,-87607,4310,83772,0,0,0,0
849,1148213,-64791,-32645,97786,-64791,-32645,97786,0,0,0,0
850,1149567,-32895,-65397,98470,-32895,-65397,98470,0,0,0,0
851,1150921,3977,-88534,84533,3977,-88534,84533,0,0,0,0
852,1152275,40072,-98900,58606,40072,-98900,58606,0,0,0,0
853,1153629,70488,-95698,24823,70488,-95698,24823,0,0,0,0
854,1154983,91268,-79370,-12396,91268,-79370,-12396,0,0,0,0
855,1156337,99665,-52010,-48199,99665,-52010,-48199,0,0,0,0
856,1157691,93279,-16845,-76944,93279,-16845,-76944,0,0,0,0
857,1159045,73621,20520,-94545,73621,20520,-94545,0,0,0,0
858,1160399,44021,54869,-99132,44021,54869,-99132,0,0,0,0
859,1161753,8354,81728,-90131,8354,81728,-90131,0,0,0,0
860,1163107,-28734,97563,-68672,-28734,97563,-68672,0,0,0,0
861,1164461,-61657,98939,-36947,-61657,98939,-36947,0,0,0,0
862,1165816,-85595,86198,-138,-85595,86198,-138,0,0,0,0
863,1167170,-97705,61754,36481,-97705,61754,36481,0,0,0,0
864,1168524,-96428,28816,68134,-96428,28816,68134,0,0,0,0
865,1169878,-81888,-8336,90669,-81888,-8336,90669,0,0,0,0
866,1171232,-55131,-44354,99783,-55131,-44354,99783,0,0,0,0
867,1172586,-20670,-73839,94620,-20670,-73839,94620,0,0,0,0
868,1173940,16418,-93073,76562,16418,-93073,76562,0,0,0,0
869,1175294,51295,-99563,47984,51295,-99563,47984,0,0,0,0
870,1176648,79395,-92420,12590,79395,-92420,12590,0,0,0,0
871,1178002,95761,-71510,-24774,95761,-71510,-24774,0,0,0,0
872,1179356,98388,-40535,-58391,98388,-40535,-58391,0,0,0,0
873,1180710,87561,-4198,-83842,87561,-4198,-83842,0,0,0,0
874,1182064,64715,32753,-97823,64715,32753,-97823,0,0,0,0
875,1183418,32798,65491,-98470,32798,65491,-98470,0,0,0,0
876,1184772,-4086,88570,-84463,-4086,88570,-84463,0,0,0,0
877,1186126,-40170,98900,-58512,-40170,98900,-58512,0,0,0,0
878,1187480,-70564,95661,-24715,-70564,95661,-24715,0,0,0,0
879,1188834,-91313,79300,12508,-91313,79300,12508,0,0,0,0
880,1190188,-99675,51912,48304,-99675,51912,48304,0,0,0,0
881,1191542,-93217,16721,77003,-93217,16721,77003,0,0,0,0
882,1192896,-73530,-20640,94570,-73530,-20640,94570,0,0,0,0
883,1194250,-43908,-54976,99120,-43908,-54976,99120,0,0,0,0
884,1195604,-8229,-81810,90081,-8229,-81810,90081,0,0,0,0
885,1196958,28859,-97611,68592,28859,-97611,68592,0,0,0,0
886,1198312,61748,-98915,36827,61748,-98915,36827,0,0,0,0
887,1199666,85657,-86139,13,85657,-86139,13,0,0,0,0
888,1201020,97732,-61668,-36597,97732,-61668,-36597,0,0,0,0
889,1202374,96417,-28712,-68233,96417,-28712,-68233,0,0,0,0
890,1203728,81842,8449,-90740,81842,8449,-90740,0,0,0,0
891,1205082,55033,44448,-99783,55033,44448,-99783,0,0,0,0
892,1206436,20561,73908,-94584,20561,73908,-94584,0,0,0,0
893,1207790,-16527,93109,-76493,-16527,93109,-76493,0,0,0,0
894,1209144,-51393,99563,-47891,-51393,99563,-47891,0,0,0,0
895,1210498,-79471,92384,-12481,-79471,92384,-12481,0,0,0,0
896,1211852,-95772,71411,24879,-95772,71411,24879,0,0,0,0
897,1213206,-98361,40418,58477,-98361,40418,58477,0,0,0,0
898,1214560,-87499,4073,83901,-87499,4073,83901,0,0,0,0
899,1215914,-64623,-32874,97848,-64623,-32874,97848,0,0,0,0
900,1217268,-32684,-65597,98458,-32684,-65597,98458,0,0,0,0
901,1218622,4211,-88619,84383,4211,-88619,84383,0,0,0,0
902,1219977,40283,-98912,58407,40283,-98912,58407,0,0,0,0
903,1221331,70655,-95637,24593,70655,-95637,24593,0,0,0,0
904,1222685,91375,-79242,-12633,91375,-79242,-12633,0,0,0,0
905,1224039,99702,-51825,-48422,99702,-51825,-48422,0,0,0,0
906,1225393,93172,-16607,-77074,93172,-16607,-77074,0,0,0,0
907,1226747,73454,20750,-94606,73454,20750,-94606,0,0,0,0
908,1228101,43810,55069,-99120,43810,55069,-99120,0,0,0,0
909,1229455,8120,81878,-90045,8120,81878,-90045,0,0,0,0
910,1230809,-28968,97648,-68522,-28968,97648,-68522,0,0,0,0
911,1232163,-61824,98878,-36718,-61824,98878,-36718,0,0,0,0
912,1233517,-85703,86068,99,-85703,86068,99,0,0,0,0
913,1234871,-97742,61569,36703,-97742,61569,36703,0,0,0,0
914,1236225,-96391,28594,68319,-96391,28594,68319,0,0,0,0
915,1237579,-81780,-8574,90798,-81780,-8574,90798,0,0,0,0
916,1238933,-54920,-44553,99771,-54920,-44553,99771,0,0,0,0
917,1240287,-20436,-73989,94535,-20436,-73989,94535,0,0,0,0
918,1241641,16652,-93157,76412,16652,-93157,76412,0,0,0,0
919,1242995,51506,-99575,47785,51506,-99575,47785,0,0,0,0
920,1244349,79563,-92359,12360,79563,-92359,12360,0,0,0,0
921,1245703,95798,-71325,-24996,95798,-71325,-24996,0,0,0,0
922,1247057,98351,-40313,-58576,98351,-40313,-58576,0,0,0,0
923,1248411,87454,-3960,-83972,87454,-3960,-83972,0,0,0,0
924,1249765,64548,32983,-97884,64548,32983,-97884,0,0,0,0
925,1251119,32587,65691,-98457,32587,65691,-98458,0,0,0,0
926,1252473,-4320,88655,-84313,-4320,88655,-84314,0,0,0,0
927,1253827,-40380,98912,-58313,-40380,98912,-58313,0,0,0,0
928,1255181,-70731,95600,-24485,-70731,95600,-24485,0,0,0,0
929,1256535,-91421,79170,12747,-91421,79170,12747,0,0,0,0
930,1257889,-99712,51727,48526,-99712,51727,48526,0,0,0,0
931,1259243,-93110,16482,77133,-93110,16482,77133,0,0,0,0
932,1260597,-73362,-20871,94631,-73362,-20871,94631,0,0,0,0
933,1261951,-43697,-55175,99108,-43697,-55175,99108,0,0,0,0
934,1263305,-7995,-81960,89997,-7995,-81960,89997,0,0,0,0
935,1264659,29093,-97696,68442,29093,-97696,68442,0,0,0,0
936,1266013,61916,-98853,36597,61916,-98853,36597,0,0,0,0
937,1267367,85764,-86009,-224,85764,-86009,-224,0,0,0,0
938,1268721,97769,-61483,-36820,97769,-61483,-36820,0,0,0,0
939,1270075,96380,-28490,-68418,96380,-28490,-68418,0,0,0,0
940,1271429,81735,8686,-90870,81735,8686,-90870,0,0,0,0
941,1272783,54823,44647,-99771,54823,44647,-99771,0,0,0,0
942,1274138,20327,74058,-94499,20327,74058,-94499,0,0,0,0
943,1275492,-16761,93194,-76344,-16761,93194,-76344,0,0,0,0
944,1276846,-51604,99575,-47692,-51604,99575,-47692,0,0,0,0
945,1278200,-79638,92322,-12251,-79638,92322,-12251,0,0,0,0
946,1279554,-95809,71227,25101,-95809,71227,25101,0,0,0,0
947,1280908,-98324,40196,58662,-98324,40196,58662,0,0,0,0
948,1282262,-87392,3836,84030,-87392,3836,84030,0,0,0,0
949,1283616,-64456,-33104,97909,-64456,-33104,97909,0,0,0,0
950,1284970,-32474,-65796,98445,-32474,-65796,98445,0,0,0,0
951,1286324,4445,-88705,84233,4445,-88705,84233,0,0,0,0
952,1287678,40494,-98924,58207,40494,-98924,58207,0,0,0,0
953,1289032,70823,-95576,24364,70823,-95576,24364,0,0,0,0
954,1290386,91482,-79112,-12871,91482,-79112,-12871,0,0,0,0
955,1291740,99739,-51640,-48644,99739,-51640,-48644,0,0,0,0
956,1293094,93064,-16370,-77203,93064,-16370,-77203,0,0,0,0
957,1294448,73287,20979,-94669,73287,20979,-94669,0,0,0,0
958,1295802,43599,55268,-99108,43599,55268,-99108,0,0,0,0
959,1297156,7886,82028,-89960,7886,82028,-89960,0,0,0,0
960,1298510,-29202,97733,-68374,-29202,97733,-68374,0,0,0,0
961,1299864,-61991,98816,-36488,-61991,98816,-36488,0,0,0,0
962,1301218,-85810,85938,336,-85810,85938,336,0,0,0,0
963,1302572,-97779,61384,36925,-97779,61384,36925,0,0,0,0
964,1303926,-96354,28372,68504,-96354,28372,68504,0,0,0,0
965,1305280,-81673,-8811,90928,-81673,-8811,90928,0,0,0,0
966,1306634,-54709,-44752,99759,-54709,-44752,99759,0,0,0,0
967,1307988,-20202,-74138,94449,-20202,-74138,94449,0,0,0,0
968,1309342,16886,-93243,76262,16886,-93243,76262,0,0,0,0
969,1310696,51717,-99588,47585,51717,-99588,47585,0,0,0,0
970,1312050,79730,-92298,12130,79730,-92298,12130,0,0,0,0
971,1313404,95835,-71141,-25219,95835,-71141,-25219,0,0,0,0
972,1314758,98314,-40091,-58761,98314,-40091,-58761,0,0,0,0
973,1316112,87346,-3722,-84101,87346,-3722,-84101,0,0,0,0
974,1317466,64380,33213,-97947,64380,33213,-97947,0,0,0,0
975,1318820,32376,65890,-98445,32376,65890,-98445,0,0,0,0
976,1320174,-4554,88741,-84164,-4554,88741,-84164,0,0,0,0
977,1321528,-40591,98925,-58113,-40591,98925,-58113,0,0,0,0
978,1322882,-70898,95538,-24254,-70898,95538,-24254,0,0,0,0
979,1324236,-91528,79040,12984,-91528,79040,12984,0,0,0,0
980,1325590,-99749,51542,48748,-99749,51542,48748,0,0,0,0
981,1326944,-93003,16245,77263,-93003,16245,77263,0,0,0,0
982,1328299,-73195,-21101,94693,-73195,-21101,94693,0,0,0,0
983,1329653,-43486,-55375,99095,-43486,-55375,99095,0,0,0,0
984,1331007,-7761,-82108,89911,-7761,-82108,89911,0,0,0,0
985,1332361,29327,-97782,68292,29327,-97782,68292,0,0,0,0
986,1333715,62083,-98791,36367,62083,-98791,36367,0,0,0,0
987,1335069,85872,-85880,-461,85872,-85880,-461,0,0,0,0
988,1336423,97806,-61298,-37042,97806,-61298,-37042,0,0,0,0
989,1337777,96343,-28267,-68603,96343,-28267,-68603,0,0,0,0
990,1339131,81627,8924,-90999,81627,8924,-90999,0,0,0,0
991,1340485,54612,44847,-99758,54612,44847,-99758,0,0,0,0
992,1341839,20093,74208,-94413,20093,74208,-94413,0,0,0,0
993,1343193,-16995,93280,-76194,-16995,93280,-76194,0,0,0,0
994,1344547,-51815,99588,-47491,-51815,99588,-47491,0,0,0,0
995,1345901,-79806,92260,-12022,-79806,92260,-12022,0,0,0,0
996,1347255,-95846,71042,25323,-95846,71042,25323,0,0,0,0
997,1348609,-98287,39974,58847,-98287,39974,58847,0,0,0,0
998,1349963,-87284,3597,84160,-87284,3597,84160,0,0,0,0
999,1351317,-64289,-33333,97971,-64289,-33333,97971,0,0,0,0
1000,1352671,-32263,-65996,98432,-32263,-65996,98432,0,0,0,0
1001,1354025,4679,-88789,84083,4679,-88789,84083,0,0,0,0
1002,1355379,40705,-98937,58007,40705,-98937,58007,0,0,0,0
1003,1356733,70990,-95513,24134,70990,-95513,24134,0,0,0,0
1004,1358087,91590,-78982,-13109,91590,-78982,-13109,0,0,0,0
1005,1359441,99776,-51455,-48866,99776,-51455,-48866,0,0,0,0
1006,1360795,92957,-16132,-77333,92957,-16132,-77333,0,0,0,0
1007,1362149,73119,21209,-94730,73119,21209,-94730,0,0,0,0
1008,1363503,43389,55468,-99095,43389,55468,-99095,0,0,0,0
1009,1364857,7652,82178,-89874,7652,82178,-89874,0,0,0,0
1010,1366211,-29436,97818,-68224,-29436,97818,-68224,0,0,0,0
1011,1367565,-62159,98754,-36258,-62159,98754,-36258,0,0,0,0
1012,1368919,-85918,85809,574,-85918,85809,574,0,0,0,0
1013,1370273,-97816,61199,37147,-97816,61199,37147,0,0,0,0
1014,1371627,-96317,28150,68689,-96317,28150,68689,0,0,0,0
1015,1372981,-81565,-9049,91058,-81565,-9049,91058,0,0,0,0
1016,1374335,-54498,-44952,99746,-54498,-44952,99746,0,0,0,0
1017,1375689,-19969,-74288,94365,-19969,-74288,94365,0,0,0,0
1018,1377043,17120,-93328,76112,17120,-93328,76112,0,0,0,0
1019,1378397,51928,-99600,47386,51928,-99600,47386,0,0,0,0
1020,1379751,79897,-92235,11900,79897,-92235,11900,0,0,0,0
1021,1381105,95872,-70956,-25441,95872,-70956,-25441,0,0,0,0
1022,1382460,98277,-39868,-58945,98277,-39868,-58945,0,0,0,0
1023,1383814,87239,-3485,-84231,87239,-3485,-84231,0,0,0,0
1024,1385168,64213,33443,-98008,64213,33443,-98008,0,0,0,0
1025,1386522,32165,66090,-98432,32165,66090,-98432,0,0,0,0
1026,1387876,-4787,88826,-84014,-4787,88826,-84014,0,0,0,0
1027,1389230,-40802,98937,-57914,-40802,98937,-57914,0,0,0,0
1028,1390584,-71066,95477,-24025,-71066,95477,-24025,0,0,0,0
1029,1391938,-91636,78911,13221,-91636,78911,13221,0,0,0,0
1030,1393292,-99787,51357,48971,-99787,51357,48971,0,0,0,0
1031,1394646,-92895,16008,77391,-92895,16008,77391,0,0,0,0
1032,1396000,-73028,-21330,94755,-73028,-21330,94755,0,0,0,0
1033,1397354,-43275,-55574,99083,-43275,-55574,99083,0,0,0,0
1034,1398708,-7528,-82258,89826,-7528,-82258,89826,0,0,0,0
1035,1400062,29561,-97867,68142,29561,-97867,68142,0,0,0,0
1036,1401416,62250,-98730,36137,62250,-98730,36137,0,0,0,0
1037,1402770,85979,-85750,-699,85979,-85750,-699,0,0,0,0
1038,1404124,97843,-61113,-37264,97843,-61113,-37264,0,0,0,0
1039,1405478,96306,-28045,-68788,96306,-28045,-68788,0,0,0,0
1040,1406832,81520,9162,-91128,81520,9162,-91128,0,0,0,0
1041,1408186,54401,45046,-99746,54401,45046,-99746,0,0,0,0
1042,1409540,19860,74358,-94328,19860,74358,-94328,0,0,0,0
1043,1410894,-17228,93364,-76044,-17228,93364,-76044,0,0,0,0
1044,1412248,-52025,99600,-47292,-52025,99600,-47292,0,0,0,0
1045,1413602,-79973,92199,-11792,-79973,92199,-11792,0,0,0,0
1046,1414956,-95883,70857,25545,-95883,70857,25545,0,0,0,0
1047,1416310,-98250,39752,59031,-98250,39752,59031,0,0,0,0
1048,1417664,-87177,3360,84289,-87177,3360,84289,0,0,0,0
1049,1419018,-64121,-33564,98032,-64121,-33564,98032,0,0,0,0
1050,1420372,-32052,-66196,98420,-32052,-66196,98420,0,0,0,0
1051,1421726,4912,-88875,83933,4912,-88875,83933,0,0,0,0
1052,1423080,40916,-98949,57807,40916,-98949,57807,0,0,0,0
1053,1424434,71157,-95452,23904,71157,-95452,23904,0,0,0,0
1054,1425788,91697,-78852,-13346,91697,-78852,-13346,0,0,0,0
1055,1427142,99813,-51270,-49088,99813,-51270,-49088,0,0,0,0
1056,1428496,92849,-15894,-77463,92849,-15894,-77463,0,0,0,0
1057,1429850,72952,21439,-94791,72952,21439,-94791,0,0,0,0
1058,1431204,43178,55668,-99083,43178,55668,-99083,0,0,0,0
1059,1432558,7419,82328,-89790,7419,82328,-89790,0,0,0,0
1060,1433912,-29669,97903,-68074,-29669,97903,-68074,0,0,0,0
1061,1435266,-62326,98693,-36028,-62326,98693,-36028,0,0,0,0
1062,1436621,-86025,85679,812,-86025,85679,812,0,0,0,0
1063,1437975,-97853,61015,37370,-97853,61015,37370,0,0,0,0
1064,1439329,-96280,27928,68874,-96280,27928,68874,0,0,0,0
1065,1440683,-81458,-9287,91187,-81458,-9287,91187,0,0,0,0
1066,1442037,-54287,-45152,99734,-54287,-45152,99734,0,0,0,0
1067,1443391,-19735,-74438,94279,-19735,-74438,94279,0,0,0,0
1068,1444745,17353,-93414,75962,17353,-93414,75962,0,0,0,0
1069,1446099,52139,-99612,47186,52139,-99612,47186,0,0,0,0
1070,1447453,80065,-92174,11671,80065,-92174,11671,0,0,0,0
1071,1448807,95909,-70771,-25663,95909,-70771,-25663,0,0,0,0
1072,1450161,98240,-39646,-59130,98240,-39646,-59130,0,0,0,0
1073,1451515,87131,-3247,-84361,87131,-3247,-84361,0,0,0,0
1074,1452869,64046,33672,-98069,64046,33672,-98069,0,0,0,0
1075,1454223,31954,66289,-98420,31954,66289,-98420,0,0,0,0
1076,1455577,-5021,88912,-83864,-5021,88912,-83864,0,0,0,0
1077,1456931,-41013,98949,-57714,-41013,98949,-57714,0,0,0,0
1078,1458285,-71233,95415,-23795,-71233,95415,-23795,0,0,0,0
1079,1459639,-91743,78782,13460,-91743,78782,13460,0,0,0,0
1080,1460993,-99824,51172,49193,-99824,51172,49193,0,0,0,0
1081,1462347,-92788,15769,77521,-92788,15769,77521,0,0,0,0
1082,1463701,-72860,-21560,94816,-72860,-21560,94816,0,0,0,0
1083,1465055,-43064,-55773,99071,-43064,-55773,99071,0,0,0,0
1084,1466409,-7294,-82408,89740,-7294,-82408,89740,0,0,0,0
1085,1467763,29794,-97952,67992,29794,-97952,67992,0,0,0,0
1086,1469117,62418,-98669,35908,62418,-98669,35908,0,0,0,0
1087,1470471,86087,-85621,-937,86087,-85621,-937,0,0,0,0
1088,1471825,97880,-60929,-37486,97880,-60929,-37486,0,0,0,0
1089,1473179,96269,-27823,-68973,96269,-27823,-68973,0,0,0,0
1090,1474533,81412,9399,-91258,81412,9399,-91258,0,0,0,0
1091,1475887,54190,45246,-99734,54190,45246,-99734,0,0,0,0
1092,1477241,19626,74506,-94242,19626,74506,-94242,0,0,0,0
1093,1478595,-17462,93450,-75894,-17462,93450,-75894,0,0,0,0
1094,1479949,-52236,99612,-47092,-52236,99612,-47092,0,0,0,0
1095,1481303,-80140,92138,-11561,-80140,92138,-11561,0,0,0,0
1096,1482657,-95920,70672,25768,-95920,70672,25768,0,0,0,0
1097,1484011,-98213,39530,59216,-98213,39530,59216,0,0,0,0
1098,1485365,-87070,3123,84419,-87070,3123,84419,0,0,0,0
1099,1486719,-63954,-33794,98094,-63954,-33794,98095,0,0,0,0
1100,1488073,-31841,-66396,98408,-31841,-66396,98408,0,0,0,0
1101,1489427,5146,-88960,83784,5146,-88960,83784,0,0,0,0
1102,1490782,41126,-98961,57608,41126,-98961,57608,0,0,0,0
1103,1492136,71325,-95391,23674,71325,-95391,23674,0,0,0,0
1104,1493490,91805,-78723,-13584,91805,-78723,-13584,0,0,0,0
1105,1494844,99850,-51085,-49310,99850,-51085,-49310,0,0,0,0
1106,1496198,92742,-15657,-77592,92742,-15657,-77592,0,0,0,0
1107,1497552,72785,21669,-94853,72785,21669,-94853,0,0,0,0
1108,1498906,42967,55868,-99071,42967,55868,-99071,0,0,0,0
1109,1500260,7185,82477,-89704,7185,82477,-89704,0,0,0,0
1110,1501614,-29903,97989,-67924,-29903,97989,-67924,0,0,0,0
1111,1502968,-62493,98631,-35799,-62493,98631,-35799,0,0,0,0
1112,1504322,-86132,85549,1049,-86132,85549,1049,0,0,0,0
1113,1505676,-97890,60830,37592,-97890,60830,37592,0,0,0,0
1114,1507030,-96243,27705,69059,-96243,27705,69059,0,0,0,0
1115,1508384,-81351,-9524,91317,-81351,-9524,91317,0,0,0,0
1116,1509738,-54077,-45352,99721,-54077,-45352,99721,0,0,0,0
1117,1511092,-19501,-74588,94194,-19501,-74588,94194,0,0,0,0
1118,1512446,17587,-93499,75814,17587,-93499,75814,0,0,0,0
1119,1513800,52350,-99625,46987,52350,-99625,46987,0,0,0,0
1120,1515154,80232,-92113,11441,80232,-92113,11441,0,0,0,0
1121,1516508,95946,-70586,-25885,95946,-70586,-25885,0,0,0,0
1122,1517862,98203,-39424,-59315,98203,-39424,-59315,0,0,0,0
1123,1519216,87024,-3009,-84489,87024,-3009,-84489,0,0,0,0
1124,1520570,63878,33902,-98131,63878,33902,-98131,0,0,0,0
1125,1521924,31744,66489,-98407,31744,66489,-98407,0,0,0,0
1126,1523278,-5255,88996,-83714,-5255,88996,-83714,0,0,0,0
1127,1524632,-41224,98962,-57515,-41224,98962,-57515,0,0,0,0
1128,1525986,-71400,95353,-23565,-71400,95353,-23565,0,0,0,0
1129,1527340,-91850,78652,13697,-91850,78652,13697,0,0,0,0
1130,1528694,-99861,50987,49415,-99861,50987,49415,0,0,0,0
1131,1530048,-92680,15532,77651,-92680,15532,77651,0,0,0,0
1132,1531402,-72693,-21790,94878,-72693,-21790,94878,0,0,0,0
1133,1532756,-42853,-55973,99058,-42853,-55973,99058,0,0,0,0
1134,1534110,-7060,-82558,89655,-7060,-82558,89655,0,0,0,0
1135,1535464,30028,-98037,67843,30028,-98037,67843,0,0,0,0
1136,1536818,62585,-98606,35677,62585,-98606,35677,0,0,0,0
1137,1538172,86194,-85491,-1174,86194,-85491,-1174,0,0,0,0
1138,1539526,97917,-60744,-37708,97917,-60744,-37708,0,0,0,0
1139,1540880,96232,-27601,-69157,96232,-27601,-69157,0,0,0,0
1140,1542234,81305,9637,-91388,81305,9637,-91388,0,0,0,0
1141,1543588,53979,45445,-99720,53979,45445,-99720,0,0,0,0
1142,1544943,19392,74656,-94158,19392,74656,-94158,0,0,0,0
1143,1546297,-17696,93535,-75744,-17696,93535,-75744,0,0,0,0
1144,1547651,-52447,99625,-46893,-52447,99625,-46893,0,0,0,0
1145,1549005,-80308,92075,-11332,-80308,92075,-11332,0,0,0,0
1146,1550359,-95957,70487,25990,-95957,70487,25990,0,0,0,0
1147,1551713,-98176,39307,59401,-98176,39307,59401,0,0,0,0
1148,1553067,-86962,2884,84549,-86962,2884,84549,0,0,0,0
1149,1554421,-63787,-34023,98156,-63787,-34023,98156,0,0,0,0
1150,1555775,-31630,-66595,98395,-31630,-66595,98395,0,0,0,0
1151,1557129,5380,-89046,83634,5380,-89046,83634,0,0,0,0
1152,1558483,41337,-98974,57409,41337,-98974,57409,0,0,0,0
1153,1559837,71492,-95329,23444,71492,-95329,23444,0,0,0,0
1154,1561191,91912,-78593,-13822,91912,-78593,-13822,0,0,0,0
1155,1562545,99887,-50900,-49533,99887,-50900,-49533,0,0,0,0
1156,1563899,92634,-15420,-77722,92634,-15420,-77722,0,0,0,0
1157,1565253,72617,21899,-94915,72617,21899,-94915,0,0,0,0
1158,1566607,42756,56067,-99058,42756,56067,-99058,0,0,0,0
1159,1567961,6951,82627,-89619,6951,82627,-89619,0,0,0,0
1160,1569315,-30137,98074,-67774,-30137,98074,-67774,0,0,0,0
1161,1570669,-62661,98570,-35569,-62661,98570,-35569,0,0,0,0
1162,1572023,-86240,85420,1287,-86240,85420,1287,0,0,0,0
1163,1573377,-97927,60645,37814,-97927,60645,37814,0,0,0,0
1164,1574731,-96206,27483,69243,-96206,27483,69243,0,0,0,0
1165,1576085,-81243,-9762,91447,-81243,-9762,91447,0,0,0,0
1166,1577439,-53866,-45551,99708,-53866,-45551,99708,0,0,0,0
1167,1578793,-19267,-74738,94109,-19267,-74738,94109,0,0,0,0
1168,1580147,17821,-93584,75664,17821,-93584,75664,0,0,0,0
1169,1581501,52561,-99637,46787,52561,-99637,46787,0,0,0,0
1170,1582855,80399,-92051,11211,80399,-92051,11211,0,0,0,0
1171,1584209,95983,-70401,-26107,95983,-70401,-26107,0,0,0,0
1172,1585563,98166,-39202,-59500,98166,-39202,-59500,0,0,0,0
1173,1586917,86916,-2772,-84619,86916,-2772,-84619,0,0,0,0
1174,1588271,63711,34132,-98193,63711,34132,-98193,0,0,0,0
1175,1589625,31532,66688,-98395,31532,66688,-98395,0,0,0,0
1176,1590979,-5489,89082,-83564,-5489,89082,-83564,0,0,0,0
1177,1592333,-41435,98974,-57315,-41435,98974,-57315,0,0,0,0
1178,1593687,-71568,95292,-23335,-71568,95292,-23335,0,0,0,0
1179,1595041,-91958,78523,13934,-91958,78523,13934,0,0,0,0
1180,1596395,-99898,50803,49637,-99898,50803,49637,0,0,0,0
1181,1597749,-92573,15295,77780,-92573,15295,77780,0,0,0,0
1182,1599104,-72526,-22020,94939,-72526,-22020,94939,0,0,0,0
1183,1600458,-42643,-56172,99046,-42643,-56172,99046,0,0,0,0
1184,1601812,-6826,-82708,89570,-6826,-82708,89570,0,0,0,0
1185,1603166,30262,-98123,67693,30262,-98123,67693,0,0,0,0
1186,1604520,62752,-98545,35448,62752,-98545,35448,0,0,0,0
1187,1605874,86302,-85361,-1412,86302,-85361,-1412,0,0,0,0
1188,1607228,97954,-60558,-37931,97954,-60558,-37931,0,0,0,0
1189,1608582,96195,-27378,-69342,96195,-27378,-69342,0,0,0,0
1190,1609936,81197,9875,-91517,81197,9875,-91517,0,0,0,0
1191,1611290,53768,45645,-99708,53768,45645,-99708,0,0,0,0
1192,1612644,19159,74806,-94072,19159,74806,-94072,0,0,0,0
1193,1613998,-17930,93621,-75594,-17930,93621,-75594,0,0,0,0
1194,1615352,-52659,99637,-46693,-52659,99637,-46693,0,0,0,0
1195,1616706,-80475,92014,-11102,-80475,92014,-11102,0,0,0,0
1196,1618060,-95994,70302,26212,-95994,70302,26212,0,0,0,0
1197,1619414,-98139,39085,59586,-98139,39085,59586,0,0,0,0
1198,1620768,-86855,2647,84679,-86855,2647,84679,0,0,0,0
1199,1622122,-63619,-34253,98217,-63619,-34253,98217,0,0,0,0
1200,1623476,-31418,-66794,98383,-31418,-66794,98383,0,0,0,0
1201,1624830,5614,-89131,83484,5614,-89131,83484,0,0,0,0
1202,1626184,41548,-98986,57209,41548,-98986,57209,0,0,0,0
1203,1627538,71659,-95267,23215,71659,-95267,23215,0,0,0,0
1204,1628892,92020,-78463,-14059,92020,-78463,-14059,0,0,0,0
1205,1630246,99924,-50716,-49754,99924,-50716,-49754,0,0,0,0
1206,1631600,92527,-15182,-77852,92527,-15182,-77852,0,0,0,0
1207,1632954,72450,22129,-94976,72450,22129,-94976,0,0,0,0
1208,1634308,42545,56267,-99046,42545,56267,-99046,0,0,0,0
1209,1635662,6718,82777,-89533,6718,82777,-89533,0,0,0,0
1210,1637016,-30371,98159,-67624,-30371,98159,-67624,0,0,0,0
1211,1638370,-62828,98508,-35338,-62828,98508,-35338,0,0,0,0
1212,1639724,-86347,85291,1525,-86347,85291,1525,0,0,0,0
1213,1641078,-97964,60460,38035,-97964,60460,38035,0,0,0,0
